Tombo;local_num;Localidade;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
8016;;Minacu;8;16;11;12;10;15;242;NA;4;32;9;3;13;19;3;12;62;20;15;5;NA;0;1;1;0;0;0;0;0
8009;;Minacu;8;15;9;12;10;14;199;5;4;32;10;4;14;20;4;12;59;19;15;7;NA;0;1;1;2;0;0;1;0
8046;;Minacu;8;15;11;14;10;14;198;NA;NA;35;8;4;14;19;5;12;67;19;15;NA;NA;1;1;1;0;1;0;0;0
8015;;Minacu;8;16;10;11;10;14;193;NA;NA;35;10;3;14;20;8;11;67;18;15;NA;NA;0;1;1;0;1;0;0;NA
8043;;Minacu;7;14;10;12;10;12;198;NA;NA;27;9;NA;NA;19;3;13;60;19;14;4;NA;0;1;0;0;0;0;1;NA
8056;;Minacu;7;14;11;11;10;14;189;6;3;33;11;3;14;NA;7;12;61;19;15;8;12;0;1;1;0;0;0;0;0
53160;;Minacu;7;14;11;12;10;15;184;NA;NA;37;10;3;14;19;5;13;67;19;15;6;NA;0;1;1;0;0;0;0;0
8014;;Minacu;7;15;12;12;10;15;195;NA;NA;28;9;2;14;20;6;13;66;18;15;NA;NA;1;2;0;0;0;0;1;NA
8011;;Minacu;7;15;9;12;10;13;197;NA;NA;37;6;2;14;20;5;13;73;20;16;6;NA;0;0;1;0;0;0;1;NA
8047;;Minacu;8;14;9;12;10;15;215;5;3;30;8;2;14;20;5;13;67;19;15;7;NA;0;1;1;0;0;0;1;0
8023;;Minacu;7;15;11;12;10;15;199;5;3;35;8;2;14;20;5;12;63;19;15;8;15;0;2;1;0;0;0;1;0
8018;;Minacu;8;16;11;12;10;14;184;4;2;30;6;2;14;20;4;12;78;19;16;9;NA;1;1;1;0;0;0;1;0
8045;;Minacu;8;16;9;12;10;16;204;NA;NA;31;10;3;12;19;3;12;78;20;16;NA;NA;1;2;0;0;0;0;1;NA
8034;;Minacu;9;16;12;13;12;14;212;NA;NA;28;8;3;14;19;6;12;91;19;14;6;NA;0;1;0;2;0;0;1;0
8028;;Minacu;7;15;10;12;12;14;201;NA;NA;34;9;3;14;19;4;12;67;19;15;NA;NA;0;1;0;0;0;0;0;NA
8026;;Minacu;8;15;11;12;10;13;189;NA;NA;30;7;2;12;20;3;12;65;20;16;5;NA;1;1;1;0;0;0;0;NA
8051;;Minacu;7;15;10;12;10;14;206;NA;2;32;8;2;12;18;4;12;64;19;15;6;NA;1;1;1;0;0;0;1;0
3086;;Minacu;9;18;10;12;10;14;205;5;2;29;8;2;14;20;5;12;66;19;15;5;NA;0;1;1;0;0;0;0;NA
8025;;Minacu;8;17;10;12;10;14;181;NA;NA;38;10;5;16;19;6;12;70;19;14;NA;NA;0;1;0;2;0;0;0;NA
8044;;Minacu;7;14;9;12;10;15;245;4;4;40;7;4;14;21;6;13;77;20;16;10;NA;0;1;1;0;0;0;1;0
8033;;Minacu;9;16;11;12;10;14;204;7;4;35;8;2;14;19;3;12;61;21;15;5;NA;0;1;0;0;0;0;0;0
8040;;Minacu;9;16;10;12;10;16;191;NA;NA;26;9;3;14;18;5;12;62;19;15;5;NA;0;1;1;0;0;0;0;0
8048;;Minacu;8;15;11;14;10;13;204;4;3;30;9;4;NA;NA;4;11;69;18;14;6;NA;0;1;1;0;0;0;0;0
9498;;Minacu;7;16;12;12;10;15;184;3;2;31;10;4;12;19;5;13;59;19;16;6;NA;0;2;0;0;0;0;0;0
3023;;Minacu;7;15;12;12;10;14;182;NA;NA;30;7;2;14;18;4;12;61;19;14;5;NA;1;2;1;0;0;0;1;0
8032;;Minacu;7;16;9;14;10;13;199;NA;3;30;5;2;14;18;4;12;67;20;15;6;NA;1;2;1;0;0;0;1;0
3032;;Minacu;7;14;11;12;10;14;225;7;4;40;10;4;15;19;6;12;74;19;15;6;NA;0;1;1;0;0;0;0;0
3088;;Minacu;7;15;11;12;10;16;229;NA;NA;37;10;4;14;18;5;14;70;20;15;NA;NA;1;1;1;0;0;0;0;0
3129;;Minacu;8;18;12;13;11;14;223;NA;NA;31;8;2;14;20;4;12;77;21;15;NA;NA;0;1;1;0;0;0;1;NA
8054;;Minacu;7;15;9;12;10;14;212;NA;NA;29;8;2;14;19;2;12;71;20;16;NA;NA;0;1;1;0;0;0;1;NA
8053;;Minacu;7;16;12;12;10;15;221;NA;NA;32;8;2;14;21;2;11;71;21;14;7;NA;0;1;1;0;0;0;1;NA
8059;;Minacu;9;15;10;12;10;15;NA;6;4;NA;NA;3;16;NA;6;11;NA;19;15;NA;NA;0;1;1;0;0;0;0;0
3013;;Minacu;9;17;10;12;10;15;206;6;3;26;9;3;14;20;4;12;69;21;15;5;11;0;1;1;0;0;0;0;0
8041;;Minacu;8;15;10;14;12;13;199;NA;2;31;8;2;14;21;7;12;70;21;14;4;NA;0;1;1;0;0;0;1;0
8030;;Minacu;8;16;10;13;10;14;NA;4;3;NA;NA;2;NA;NA;4;13;81;19;16;5;NA;0;1;1;2;0;0;1;0
3060;;Minacu;7;16;11;12;10;15;214;NA;NA;34;11;2;13;20;4;13;69;18;16;NA;NA;1;2;1;0;0;0;1;NA
8055;;Minacu;9;17;10;14;12;14;212;3;1;24;8;3;14;21;3;14;84;20;16;6;NA;1;1;0;0;0;0;1;0
3033;;Minacu;7;14;9;13;10;13;210;NA;NA;39;9;3;15;19;7;12;65;18;15;NA;NA;0;1;1;0;0;0;0;NA
3098;;Minacu;7;15;12;12;11;13;197;NA;NA;35;9;4;14;19;3;12;66;19;14;NA;NA;0;1;0;0;0;0;0;NA
3095;;Minacu;7;16;10;12;10;15;195;NA;3;NA;8;2;14;20;7;11;65;18;15;5;NA;0;1;1;0;0;0;1;0
8057;;Minacu;8;15;10;12;10;15;216;5;2;34;8;4;14;20;4;13;74;18;15;6;NA;1;1;1;0;0;0;0;0
8049;;Minacu;8;16;10;12;11;15;191;NA;NA;26;10;2;14;18;4;12;66;20;14;4;NA;1;1;1;0;0;0;0;NA
3132;;Minacu;7;13;10;12;10;13;197;5;3;35;10;2;15;21;6;12;74;18;16;5;NA;1;0;1;0;0;0;0;0
8027;;Minacu;8;18;10;12;10;15;217;NA;NA;29;9;3;14;21;7;13;67;19;16;NA;NA;1;2;0;2;0;0;0;NA
3036;;Minacu;8;15;10;12;10;13;184;NA;NA;23;8;2;14;21;4;13;69;19;16;NA;NA;1;2;0;0;0;0;1;NA
3078;;Minacu;8;16;11;12;10;15;216;NA;NA;34;10;2;14;21;4;11;69;18;15;5;NA;1;1;1;0;0;0;0;0
8022;;Minacu;7;15;10;12;8;13;180;6;4;33;7;4;14;19;3;13;69;19;17;7;NA;0;1;1;0;0;0;0;0
8008;;Minacu;7;17;11;12;10;14;177;6;4;30;8;2;14;21;5;11;64;18;15;5;NA;0;1;1;0;0;0;1;0
3100;;Minacu;8;14;11;12;10;15;194;4;4;30;9;3;14;20;4;12;64;19;16;5;NA;0;1;1;0;0;0;0;0
3127;;Minacu;8;15;10;12;10;14;187;NA;NA;29;9;2;14;21;5;13;68;20;16;NA;NA;1;1;1;0;0;0;0;NA
3075;;Minacu;8;16;10;13;10;14;NA;4;4;NA;10;4;14;19;4;11;61;19;15;5;14;0;1;1;2;1;0;0;0
3042;;Minacu;8;15;9;12;10;14;162;NA;NA;NA;10;NA;NA;NA;4;13;64;18;16;6;NA;1;1;1;0;0;0;0;0
3130;;Minacu;7;17;10;12;10;14;155;NA;NA;31;9;4;14;18;6;12;52;20;14;4;NA;0;1;1;2;0;0;0;0
3034;;Minacu;8;17;11;12;10;14;147;NA;NA;28;9;4;14;18;3;11;58;22;13;5;NA;0;1;1;0;0;0;1;0
3105;;Minacu;8;15;10;11;10;14;161;NA;3;31;9;4;14;19;2;12;NA;18;14;6;NA;1;1;1;0;0;0;0;0
3119;;Minacu;7;15;9;12;10;14;146;5;3;34;9;5;15;18;5;12;56;19;17;7;NA;1;1;1;2;1;0;0;0
3082;;Minacu;8;16;9;12;10;15;147;NA;NA;32;10;5;14;21;4;11;54;19;15;NA;NA;1;1;0;2;0;0;0;0
3068;;Minacu;8;16;11;12;11;15;154;NA;3;31;9;3;14;20;6;12;59;20;16;7;NA;1;2;1;0;0;0;0;0
3052;;Minacu;8;15;9;10;8;13;NA;NA;NA;NA;8;3;14;NA;4;12;NA;20;14;NA;NA;1;1;1;0;0;0;1;NA
3058;;Minacu;6;16;12;12;10;13;147;NA;NA;38;9;5;14;18;4;11;51;18;15;5;NA;0;1;0;2;0;0;0;0
3112;;Minacu;7;14;10;12;10;14;145;NA;NA;31;9;4;14;NA;3;12;NA;20;15;5;NA;0;1;1;2;0;0;0;0
3040;;Minacu;7;16;9;12;10;13;145;NA;NA;29;9;5;13;18;5;12;56;19;16;NA;NA;0;1;1;0;0;0;0;NA
3110;;Minacu;7;17;11;10;9;13;154;5;3;30;7;2;14;16;4;12;63;21;16;5;NA;1;1;1;0;0;0;2;1
3104;;Minacu;7;15;10;12;11;13;147;NA;NA;36;9;2;14;18;4;12;58;21;17;NA;NA;0;1;1;0;0;0;0;NA
3063;;Minacu;7;14;9;12;10;12;161;6;4;31;7;2;13;19;5;12;58;18;15;4;NA;1;1;1;0;0;0;0;0
3114;;Minacu;7;11;10;11;10;12;157;4;3;33;7;4;14;18;3;11;60;21;14;4;NA;0;1;1;0;0;0;0;0
3071;;Minacu;7;15;9;12;10;12;166;NA;4;36;8;3;14;17;4;12;55;19;14;3;NA;0;1;1;2;0;0;0;0
55880;;NovaXavantina;8;15;11;12;10;14;190;6;4;38;9;3;14;19;3;11;70;22;14;9;12;1;0;1;0;0;0;0;0
55883;;NovaXavantina;7;16;11;12;9;11;195;NA;NA;44;8;3;11;17;5;11;65;20;15;NA;NA;1;1;1;2;0;0;1;NA
55886;;NovaXavantina;7;13;9;12;11;14;196;NA;NA;36;8;3;12;16;5;12;61;22;14;NA;NA;1;1;0;0;0;0;1;NA
55882;;NovaXavantina;7;13;12;12;10;15;198;NA;NA;42;8;3;14;16;6;11;60;21;14;NA;NA;0;1;1;2;0;0;0;NA
55881;;NovaXavantina;8;16;10;12;10;13;176;NA;NA;35;7;3;14;17;5;12;60;21;15;5;NA;1;0;0;0;0;0;1;NA
55888;;NovaXavantina;8;15;13;10;10;14;189;NA;NA;35;9;5;14;20;7;12;72;19;14;5;NA;1;1;1;0;0;0;0;0
55889;;NovaXavantina;8;14;12;11;10;15;181;6;5;39;5;3;14;18;5;12;69;20;14;5;NA;1;1;0;0;0;0;2;NA
55884;;NovaXavantina;8;15;9;11;10;14;225;8;4;36;10;4;13;20;5;12;61;22;15;7;NA;1;1;1;0;0;0;1;0
55890;;NovaXavantina;8;15;10;11;10;15;201;9;4;40;10;4;14;17;3;12;66;21;15;7;NA;1;1;0;2;0;0;1;0
55887;;NovaXavantina;8;15;12;11;10;15;194;6;4;38;9;3;14;18;4;13;66;22;16;5;NA;1;1;1;0;0;0;1;0
55885;;NovaXavantina;8;14;12;12;10;14;222;NA;5;36;10;4;14;17;6;11;62;22;13;5;NA;1;1;1;0;0;0;1;0
53291;;Cavalcante;7;17;11;12;10;15;197;6;4;44;10;4;14;18;5;12;67;18;14;4;NA;0;1;0;0;0;0;0;0
53292;;Cavalcante;8;13;9;10;10;16;194;8;5;43;12;5;14;18;7;12;76;19;16;6;13;0;1;1;2;1;0;0;0
53293;;Cavalcante;7;14;10;10;10;15;193;NA;NA;44;14;4;14;16;5;12;71;19;13;5;NA;0;1;0;2;0;0;0;0
53294;;Cavalcante;8;16;10;10;9;15;186;7;4;44;12;5;14;19;7;13;76;20;15;4;NA;1;2;1;2;1;0;0;0
53290;;Cavalcante;7;16;9;10;8;15;193;8;4;38;11;5;13;19;6;12;72;20;16;5;NA;0;1;0;0;0;0;0;0
