"","Species","ID","Estado2","Lat2","Long2","Altitude","UF","Lat","Long","Altitude (m)","HemipenisMedido","Especie_Welington","Hemipenis_Evertido","No_LACV","Average coverage across loci","Loci passing coverage threshold","FabDocCh4AP","Colecao","FabDocCh2","FabMestrado","Localidade","Brazilian State","Latitude","Longitude","gymno_clades","Especie_Fabricius","Cytb Haplotype"," Genbank accession number cytb/ KIF24"
"123",NA,"24256","TO",-11.69,-47.7,719,NA,NA,NA,NA,NA,NA,NA,NA,2376.59,388,"SIM",NA,NA,NA,"Natividade",NA,NA,NA,NA,NA,NA,NA
"124",NA,"10433","TO",-10.42,-48.36,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Palmas_East",NA,NA,NA,NA,NA,NA,NA
"125",NA,"10440","TO",-10.42,-48.36,233,"TO",-10.19,-48.11,657,NA,NA,NA,NA,NA,NA,NA,"GRC","SIM",NA,"Palmas","TO",NA,NA,NA,"G. amarali Clade H","36","KM283294/ KM283330"
"126",NA,"10442","TO",-10.42,-48.36,233,"TO",-10.19,-48.11,657,NA,NA,NA,NA,2008.26,390,"SIM","GRC","SIM",NA,"Palmas","TO",NA,NA,NA,"G. amarali Clade H","36","KM283295/ KM283331"
"127",NA,"10488","TO",-10.24,-48.44,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Palmas_West",NA,NA,NA,NA,NA,NA,NA
"128",NA,"10495","TO",-10.24,-48.44,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Palmas_West",NA,NA,NA,NA,NA,NA,NA
"129",NA,"10527","TO",-10.24,-48.44,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Palmas_West",NA,NA,NA,NA,NA,NA,NA
"130",NA,"10771","TO",-10.24,-48.44,226,"TO",-10.19,-48.11,657,NA,NA,NA,NA,NA,NA,NA,"GRC","SIM",NA,"Palmas","TO",NA,NA,NA,"G. amarali Clade F","37","KM283292/ KM283332"
"131",NA,"10773","TO",-10.24,-48.44,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Palmas_West",NA,NA,NA,NA,NA,NA,NA
"132",NA,"10775","TO",-10.24,-48.44,226,NA,NA,NA,NA,NA,NA,NA,NA,1978.32,391,"SIM",NA,NA,NA,"Palmas_West",NA,NA,NA,NA,NA,NA,NA
"133",NA,"14555","TO",-10.24,-48.44,226,"TO",-10.19,-48.11,657,NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM","SIM","Palmas","TO",-10.18914,-48.10853,NA,"G. amarali Clade F","38","KM283293/ KM283333"
"134",NA,"15767","TO",-12.75,-47.76,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parana",NA,NA,NA,NA,NA,NA,NA
"135",NA,"15743","TO",-12.75,-47.76,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parana",NA,NA,NA,NA,NA,NA,NA
"136",NA,"33569","TO",-12.75,-47.76,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,-12.75309,-47.75906,7,NA,NA,NA
"137",NA,"15782","TO",-12.75,-47.76,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parana",NA,NA,NA,NA,NA,NA,NA
"138",NA,"15780","TO",-12.75,-47.76,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parana",NA,NA,NA,NA,NA,NA,NA
"139",NA,"37125","TO",-12.75,-47.76,284,"TO",-12.75,-47.76,289,NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM","SIM","Parana","TO",-12.75309,-47.75906,7,"G. amarali Clade G","42","KM283303/ KM283349"
"140",NA,"15869","TO",-12.75,-47.76,284,"TO",-12.75,-47.76,289,NA,NA,NA,NA,NA,NA,NA,"GRC","SIM",NA,"Paranã","TO",NA,NA,NA,"G. amarali Clade G","40","KM283301/ KM283341"
"141",NA,"15799","TO",-12.75,-47.76,284,NA,NA,NA,NA,NA,NA,NA,NA,5219.43,390,"SIM",NA,NA,NA,"Parana",NA,NA,NA,NA,NA,NA,NA
"142",NA,"37128","TO",-12.75,-47.76,284,"TO",-12.75,-47.76,289,NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM","SIM","Parana","TO",-12.75309,-47.75906,7,"G. amarali Clade G","41","KM283304/ KM283350"
"143",NA,"15795","TO",-12.75,-47.76,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parana",NA,NA,NA,NA,NA,NA,NA
"144",NA,"15797","TO",-12.75,-47.76,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parana",NA,NA,NA,NA,NA,NA,NA
"145",NA,"15781","TO",-12.75,-47.76,284,"TO",-12.75,-47.76,289,NA,NA,NA,NA,NA,NA,NA,"GRC","SIM",NA,"Paranã","TO",NA,NA,NA,"G. amarali Clade G","39","KM283300/ KM283340"
"146",NA,"37090","TO",-12.75,-47.76,284,"TO",-12.75,-47.76,289,NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM","SIM","Parana","TO",-12.75309,-47.75906,7,"G. amarali Clade G","41","KM283302/ KM283348"
"147",NA,"24311","TO",-11.88,-48.77,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peixe",NA,NA,NA,NA,NA,NA,NA
"148",NA,"3949","TO",-12.03,-48.35,326,"TO",-12.03,-48.35,321,NA,NA,NA,NA,NA,NA,NA,"MRT","SIM",NA,"Peixe","TO",NA,NA,NA,"G. amarali Clade H","43","KM283323/ KM283409"
"149",NA,"52612","TO",-12.03,-48.35,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Peixe",NA,-12.03333333,-48.35,6,NA,NA,NA
"150",NA,"52609","TO",-12.03,-48.35,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Peixe",NA,-12.03333333,-48.35,6,NA,NA,NA
"151",NA,"4459","TO",-12.03,-48.35,326,"TO",-12.03,-48.35,321,NA,NA,NA,NA,NA,NA,NA,"MRT","SIM",NA,"Peixe","TO",NA,NA,NA,"G. amarali Clade H","44","KM283254/ KM283410"
"152",NA,"62666","TO",-12.03,-48.35,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peixe",NA,NA,NA,NA,NA,NA,NA
"153",NA,"24310","TO",-12.03,-48.35,326,NA,NA,NA,NA,NA,NA,NA,NA,4633.62,391,"SIM","GRC",NA,NA,"Peixe",NA,NA,NA,NA,NA,NA,NA
"154",NA,"6435","TO",-12.73,-48.23,306,"TO",-12.73,-48.23,323,NA,NA,NA,NA,2034.43,390,"SIM","MRT","SIM",NA,"São Salvador","TO",NA,NA,NA,"G. amarali Clade H","50","KM283325/ KM283412"
"155",NA,"6428","TO",-12.73,-48.23,306,"TO",-12.73,-48.23,323,NA,NA,NA,NA,NA,NA,NA,"MRT","SIM",NA,"São Salvador","TO",NA,NA,NA,"G. amarali Clade H","49","KM283324/ KM283411"
"156","G. darwinii","58348","MG",-14.99,-43.95,464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Matias Cardoso","MG",NA,NA,NA,"Matias Cardoso","22","KM283276/ KM283381"
"157","G. darwinii","58323","MG",-14.99,-43.95,464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Matias Cardoso","MG",NA,NA,NA,"Matias Cardoso","22","KM283274/ KM283375"
"158","G. darwinii","58335","MG",-14.99,-43.95,464,NA,NA,NA,NA,NA,NA,NA,NA,2319.71,390,"SIM","CHUNB","SIM",NA,"Matias Cardoso","MG",NA,NA,NA,"Matias Cardoso","22","KM283275/ KM283376"
"159","G. geckoides","56537","CE",-7.29,-38.94,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Milagres","CE",NA,NA,NA,"G. geckoides","55","KM283326/ KM283403"
"160","G. geckoides"," 61904","CE",-7.21,-39.73,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santana do Cariri",NA,NA,NA,NA,NA,NA,NA
"161","G. geckoides","58341","MG",-14.84,-43.99,477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Manga","MG",NA,NA,NA,"Manga","20","KM283270/ KM283380"
"162","G. geckoides","58337","MG",-14.84,-43.99,477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Manga","MG",NA,NA,NA,"Manga","20","KM283268/ KM283378"
"163","G. geckoides","58336","MG",-14.84,-43.99,477,NA,NA,NA,NA,NA,NA,NA,NA,2496.56,389,"SIM",NA,"SIM",NA,"Manga","MG",NA,NA,NA,"Manga","20","KM283267/ KM283377"
"164","G. geckoides","58338","MG",-14.84,-43.99,477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Manga","MG",NA,NA,NA,"Manga","20","KM283269/ KM283379"
"165","G. geckoides"," 61946","PA",-7,-36.71,627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Junco do SeridÃ³",NA,NA,NA,NA,NA,NA,NA
"166","G. geckoides","56643","PB",-6.8,-35.2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Mamanguape","PB",NA,NA,NA,"G. geckoides","54","KM283264/ KM283400"
"167","G. geckoides","56644","PB",-6.8,-35.2,90,NA,NA,NA,NA,NA,NA,NA,NA,2029.24,385,"SIM","CHUNB","SIM",NA,"Mamanguape","PB",NA,NA,NA,"G. geckoides","54","KM283265/ KM283401"
"168","G. geckoides","56645","PB",-6.8,-35.2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Mamanguape","PB",NA,NA,NA,"G. geckoides","54","KM283266/ KM283402"
"169","G. geckoides","56697","PB",-6.8,-35.2,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mamanguape",NA,NA,NA,NA,NA,NA,NA
"170","G. geckoides"," 61905","PE",-7.43,-39.75,631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Exu",NA,NA,NA,NA,NA,NA,NA
"171",NA,"63203",NA,NA,NA,NA,"MT",-14.69,-52.34,292,NA,NA,NA,NA,NA,NA,NA,"GRC","SIM",NA,"Nova Xavantina","MT",NA,NA,NA,"G. amarali Clade B","34","KM283328/ KM283385"
"172",NA,"889",NA,NA,NA,NA,"TO",-15.88,-52.25,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barra do Garças",NA,NA,NA,NA,NA,NA,NA
"173",NA,"196",NA,NA,NA,NA,"MA",-7.37,-47.43,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carolina",NA,NA,NA,NA,NA,NA,NA
"174",NA,"197",NA,NA,NA,NA,"MA",-7.37,-47.43,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carolina",NA,NA,NA,NA,NA,NA,NA
"175",NA,"642",NA,NA,NA,NA,"MA",-6.56,-47.45,147,NA,NA,NA,NA,NA,NA,NA,"ESTR",NA,"SIM","Estreito",NA,-6.5625,-47.4525,12,NA,NA,NA
"176",NA,"12450",NA,NA,NA,NA,NA,NA,NA,NA,"SIM","Gymnodactylus darwinii",NA,NA,NA,NA,NA,"MTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",NA,"16143",NA,NA,NA,NA,NA,NA,NA,NA,"SIM","Gymnodactylus sp1",NA,NA,NA,NA,NA,"MTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",NA,"1327",NA,NA,NA,NA,NA,NA,NA,NA,"SIM","Gymnodactylus sp2",NA,NA,NA,NA,NA,"UFMG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",NA,"2175",NA,NA,NA,NA,NA,NA,NA,NA,"SIM","Gymnodactylus sp3",NA,NA,NA,NA,NA,"UFMG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",NA,"3288",NA,NA,NA,NA,NA,NA,NA,NA,"SIM","Gymnodactylus geckoides",NA,NA,NA,NA,NA,"LACV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",NA,"3236",NA,NA,NA,NA,NA,NA,NA,NA,"SIM","B","SIM","SIM",NA,NA,NA,"LACV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",NA,"11514",NA,NA,NA,NA,NA,NA,NA,NA,"SIM","F","SIM","SIM",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,-10.18914,-48.10853,NA,NA,NA,NA
"183",NA,"37088",NA,NA,NA,NA,NA,NA,NA,NA,"SIM","G","SIM","SIM",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,-12.75309,-47.75906,7,NA,NA,NA
"184",NA,"37148",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A","SIM","SIM",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,-13.44979,-46.4481,1,NA,NA,NA
"185",NA,"3233",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","SIM","SIM",NA,NA,NA,"LACV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",NA,"833",NA,NA,NA,NA,NA,NA,NA,NA,NA,"D","SIM","SIM",NA,NA,NA,"CHUNB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",NA,"28223",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","SIM","SIM",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,-10.70224,-46.41278,10,NA,NA,NA
"188",NA,"11515",NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","SIM","SIM",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,-10.18914,-48.10853,NA,NA,NA,NA
"189",NA,"38913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SIM","SIM",NA,NA,NA,"CHUNB",NA,"SIM","PortoAlegreTocantins",NA,-11.6,-47.04,NA,NA,NA,NA
"190",NA,"42411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,"SIM","Almas",NA,-11.473671,-47.121126,9,NA,NA,NA
"191",NA,"42421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,"SIM","Almas",NA,-11.473671,-47.121126,9,NA,NA,NA
"192",NA,"45319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"193",NA,"45329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,"SIM","Caseara",NA,-9.37229,-49.84295,5,NA,NA,NA
"194",NA,"28218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,-10.70224,-46.41278,10,NA,NA,NA
"195",NA,"28225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,-10.70224,-46.41278,10,NA,NA,NA
"196",NA,"28233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,"SIM","Mateiros",NA,-10.70224,-46.41278,10,NA,NA,NA
"197",NA,"845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",NA,"854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",NA,"856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",NA,"11181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,"SIM","Palmas",NA,-10.18914,-48.10853,NA,NA,NA,NA
"201",NA,"37086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,"SIM","Parana",NA,-12.75309,-47.75906,7,NA,NA,NA
"202",NA,"37152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,-13.44979,-46.4481,1,NA,NA,NA
"203",NA,"37153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,-13.44979,-46.4481,1,NA,NA,NA
"204",NA,"37162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SIM",NA,NA,NA,"CHUNB",NA,"SIM","SaoDomingos",NA,-13.44979,-46.4481,1,NA,NA,NA
"205",NA,"20900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1790.44,389,"SIM","GRC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",NA,"LAJ215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LAJ","SIM",NA,"Lajeado","TO",NA,NA,NA,"G. amarali Clade H","19","KM283296/ KM283404"
"207",NA,"958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LG","SIM",NA,"Porto Seguro","BA",NA,NA,NA,"G. darwinii A","51","AY630388.1/ NA"
"208",NA,"991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LG","SIM",NA,"Porto Seguro","BA",NA,NA,NA,"G. darwinii A","51","AY630392.1/ NA"
"209",NA,"09443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Presidente Kennedy","ES",NA,NA,NA,"G. darwinii",NA,"NA/ NA"
"210",NA,"09453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Presidente Kennedy","ES",NA,NA,NA,"G. darwinii",NA,"NA/ NA"
"211",NA,"13546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Presidente Kennedy","ES",NA,NA,NA,"G. darwinii",NA,"NA/ NA"
"212",NA,"1740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MD","SIM",NA,"Una","BA",NA,NA,NA,"G. darwinii B","52","AY630367.1/ NA"
"213",NA,"1742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MD","SIM",NA,"Una","BA",NA,NA,NA,"G. darwinii B","53","AY630368.1/ NA"
"214",NA,"57388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Tianguá","CE",NA,NA,NA,"P. pollicaris","56","JQ827177.1/ JQ827663.1"
"215",NA,"57389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Tianguá","CE",NA,NA,NA,"P. pollicaris","57","JQ827190.1/ JQ827664.1"
"216",NA,"57403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB","SIM",NA,"Tianguá","CE",NA,NA,NA,"P. pollicaris","58","JQ827186.1/ JQ827667.1"
"217",NA,"42420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas",NA,-11.473671,-47.121126,9,NA,NA,NA
"218",NA,"42426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas",NA,-11.473671,-47.121126,9,NA,NA,NA
"219",NA,"42418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas",NA,-11.473671,-47.121126,9,NA,NA,NA
"220",NA,"42414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas",NA,-11.473671,-47.121126,9,NA,NA,NA
"221",NA,"42417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas",NA,-11.473671,-47.121126,9,NA,NA,NA
"222",NA,"42423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas",NA,-11.473671,-47.121126,9,NA,NA,NA
"223",NA,"42422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas",NA,-11.473671,-47.121126,9,NA,NA,NA
"224",NA,"42419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas",NA,-11.473671,-47.121126,9,NA,NA,NA
"225",NA,"42416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas",NA,-11.473671,-47.121126,9,NA,NA,NA
"226",NA,"42412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas",NA,-11.473671,-47.121126,9,NA,NA,NA
"227",NA,"42425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas",NA,-11.473671,-47.121126,9,NA,NA,NA
"228",NA,"42413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas",NA,-11.473671,-47.121126,9,NA,NA,NA
"229",NA,"42415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas",NA,-11.473671,-47.121126,9,NA,NA,NA
"230",NA,"42424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","Almas",NA,-11.473671,-47.121126,9,NA,NA,NA
"231",NA,"12436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso",NA,-14.16222,-47.52332,3,NA,NA,NA
"232",NA,"403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso",NA,-14.16222,-47.52332,3,NA,NA,NA
"233",NA,"402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso",NA,-14.16222,-47.52332,3,NA,NA,NA
"234",NA,"407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso",NA,-14.16222,-47.52332,3,NA,NA,NA
"235",NA,"410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso",NA,-14.16222,-47.52332,3,NA,NA,NA
"236",NA,"413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso",NA,-14.16222,-47.52332,3,NA,NA,NA
"237",NA,"408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso",NA,-14.16222,-47.52332,3,NA,NA,NA
"238",NA,"401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso",NA,-14.16222,-47.52332,3,NA,NA,NA
"239",NA,"404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso",NA,-14.16222,-47.52332,3,NA,NA,NA
"240",NA,"411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso",NA,-14.16222,-47.52332,3,NA,NA,NA
"241",NA,"406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso",NA,-14.16222,-47.52332,3,NA,NA,NA
"242",NA,"12435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso",NA,-14.16222,-47.52332,3,NA,NA,NA
"243",NA,"400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso",NA,-14.16222,-47.52332,3,NA,NA,NA
"244",NA,"409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso",NA,-14.16222,-47.52332,3,NA,NA,NA
"245",NA,"17522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso",NA,-14.16222,-47.52332,3,NA,NA,NA
"246",NA,"12434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso",NA,-14.16222,-47.52332,3,NA,NA,NA
"247",NA,"405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso",NA,-14.16222,-47.52332,3,NA,NA,NA
"248",NA,"17521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso",NA,-14.16222,-47.52332,3,NA,NA,NA
"249",NA,"414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso",NA,-14.16222,-47.52332,3,NA,NA,NA
"250",NA,"415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso",NA,-14.16222,-47.52332,3,NA,NA,NA
"251",NA,"416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso",NA,-14.16222,-47.52332,3,NA,NA,NA
"252",NA,"412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso",NA,-14.16222,-47.52332,3,NA,NA,NA
"253",NA,"417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNB",NA,"SIM","AltoParaiso",NA,-14.16222,-47.52332,3,NA,NA,NA
