"","Tombo","Localidade","gymno_clades","Latitude","Longitude","cantr","asup","ainf","sup","inf","supra","dor","fqui","qui","tub","ocel","ocef","ftub","vem","men","lam","fven","fem","lama","clo","ane","nas","supn","front","ftim","ptim","odor","omem","anec"
"160",91185,"Ipueiras",NA,-11.23333333,-48.46666667,8,15,9,12,8,12,160,7,4,36,9,4,14,20,9,12,48,20,15,6,13,1,2,0,2,0,0,1,0
"161",91184,"Ipueiras",NA,-11.23333333,-48.46666667,7,16,10,12,10,13,185,6,4,36,10,5,13,16,6,12,67,21,16,6,16,0,1,1,2,0,0,0,0
"162",91183,"Ipueiras",NA,-11.23333333,-48.46666667,6,15,11,12,9,13,178,8,5,38,9,2,14,18,6,12,52,21,14,4,13,1,1,0,2,0,0,1,0
"163",91186,"Ipueiras",NA,-11.23333333,-48.46666667,7,17,11,12,10,13,178,6,5,36,8,3,14,19,7,12,49,20,15,6,14,0,1,1,0,0,0,1,0
"164",148,"Januaria(Peruacu)",NA,-15.12333333,-44.24010556,7,17,10,13,12,14,185,9,4,29,8,3,13,19,3,13,64,22,16,6,11,0,2,0,0,0,0,0,0
"165",134,"Januaria(Peruacu)",NA,-15.12333333,-44.24010556,7,16,11,13,12,14,176,6,4,26,9,5,14,17,2,13,70,20,16,5,12,0,1,1,0,0,0,0,0
"166",299,"Januaria(Peruacu)",NA,-15.12333333,-44.24010556,8,15,11,14,12,14,165,7,6,28,9,4,14,18,3,13,61,20,15,6,12,0,2,0,0,0,0,0,0
"167",223,"Januaria(Peruacu)",NA,-15.12333333,-44.24010556,7,15,12,13,13,14,171,7,6,27,7,3,13,16,3,14,59,21,18,6,14,0,2,0,2,0,0,0,0
"168",133,"Januaria(Peruacu)",NA,-15.12333333,-44.24010556,7,15,11,14,12,13,164,8,4,32,9,4,14,21,2,12,73,21,17,5,11,0,2,0,2,0,0,0,0
"169",293,"Januaria(Peruacu)",NA,-15.12333333,-44.24010556,7,16,10,13,12,13,166,8,4,26,10,4,13,16,3,15,68,18,19,6,11,0,2,1,2,0,0,0,0
"170",266,"Januaria(Peruacu)",NA,-15.12333333,-44.24010556,7,16,10,13,12,12,160,6,4,26,10,2,14,19,3,16,64,21,19,5,11,0,2,0,2,0,0,0,0
"171",260,"Januaria(Peruacu)",NA,-15.12333333,-44.24010556,7,16,10,14,11,13,166,4,4,26,8,4,14,16,3,14,54,18,18,5,12,0,1,1,2,0,0,0,0
"172",204,"Januaria(Peruacu)",NA,-15.12333333,-44.24010556,7,16,10,13,11,13,159,5,4,27,8,5,12,18,3,15,67,22,18,7,17,0,2,1,2,0,0,0,0
"173",205,"Januaria(Peruacu)",NA,-15.12333333,-44.24010556,7,16,11,14,12,13,159,7,5,28,8,4,13,18,4,14,66,20,17,6,14,0,2,0,0,0,0,0,0
"174",217,"Januaria(Peruacu)",NA,-15.12333333,-44.24010556,8,17,10,13,12,14,171,10,5,27,7,5,12,16,3,15,58,19,19,4,8,0,2,0,0,0,0,0,0
"175",263,"Januaria(Peruacu)",NA,-15.12333333,-44.24010556,7,16,9,13,12,13,166,8,5,28,10,4,12,17,2,14,59,19,18,6,10,0,2,0,0,0,0,0,0
"176",95885,"Lajeado(UHE Luis)",11,NA,NA,7,16,14,12,10,14,186,7,3,35,10,2,14,18,6,11,70,19,14,5,10,1,1,0,0,0,0,1,0
"177",95891,"Lajeado(UHE Luis)",11,NA,NA,7,15,11,12,10,14,176,6,2,39,10,4,14,20,8,12,61,21,14,7,14,1,1,1,0,0,0,0,0
"178",95887,"Lajeado(UHE Luis)",11,NA,NA,8,16,11,12,10,13,181,6,3,41,9,3,14,20,7,11,63,20,13,5,11,1,1,1,0,0,0,0,0
"179",95892,"Lajeado(UHE Luis)",11,NA,NA,8,15,10,14,11,15,182,7,4,43,11,4,14,19,6,12,71,19,15,6,12,1,2,0,2,0,0,1,0
"180",95886,"Lajeado(UHE Luis)",11,NA,NA,7,15,12,12,10,14,190,6,4,39,8,4,13,17,4,13,72,20,14,5,10,1,1,0,2,0,0,1,0
"181",95883,"Lajeado(UHE Luis)",11,NA,NA,7,14,11,12,10,15,166,7,5,42,11,5,14,19,6,11,61,21,13,6,14,1,2,0,0,0,0,1,0
"182",95880,"Lajeado(UHE Luis)",11,NA,NA,8,14,10,9,8,14,166,5,4,38,8,5,14,19,6,11,54,20,15,7,14,1,1,1,2,0,0,1,0
"183",95890,"Lajeado(UHE Luis)",11,NA,NA,7,15,10,6,10,15,192,6,4,41,12,7,14,20,6,12,65,22,14,7,14,1,1,1,2,0,0,0,0
"184",95881,"Lajeado(UHE Luis)",11,NA,NA,7,15,11,12,9,14,182,6,4,36,10,4,14,19,5,12,70,19,13,6,11,1,1,1,2,0,0,1,0
"185",95877,"Lajeado(UHE Luis)",11,NA,NA,9,17,11,13,10,16,176,4,3,35,10,4,14,21,6,12,73,19,13,7,12,1,1,1,2,0,0,0,0
"186",95879,"Lajeado(UHE Luis)",11,NA,NA,7,14,10,10,10,13,157,5,4,39,11,4,14,18,6,11,67,19,15,6,12,0,1,0,0,0,0,1,0
"187",95889,"Lajeado(UHE Luis)",11,NA,NA,8,16,10,12,10,14,152,7,4,36,12,4,13,19,6,11,56,19,6,4,0,1,1,2,0,0,0,0,0
"188",95876,"Lajeado(UHE Luis)",11,NA,NA,7,15,11,13,8,14,170,4,4,34,12,4,14,20,7,12,68,19,15,7,14,1,1,1,2,0,0,0,0
"189",95878,"Lajeado(UHE Luis)",11,NA,NA,7,14,11,11,11,15,176,9,4,39,12,4,14,17,6,12,63,21,15,6,15,1,1,1,0,0,0,0,0
"190",95888,"Lajeado(UHE Luis)",11,NA,NA,7,15,11,11,10,14,153,8,4,32,10,4,14,19,6,12,56,17,15,5,16,1,1,0,2,0,0,0,0
"191",95884,"Lajeado(UHE Luis)",11,NA,NA,8,15,11,13,10,14,163,7,4,34,10,4,14,18,7,12,67,20,16,7,10,1,1,1,0,0,0,1,0
"192",95882,"Lajeado(UHE Luis)",11,NA,NA,8,15,10,12,10,15,173,6,4,37,8,4,13,19,5,13,70,21,16,6,12,1,1,1,2,0,0,1,0
"193",96129,"Lajeado(UHE Luis)",11,NA,NA,7,15,9,12,8,14,181,7,7,44,11,4,14,19,10,12,62,19,14,15,12,1,1,1,2,0,0,1,0
"194",96140,"Lajeado(UHE Luis)",11,NA,NA,9,16,10,12,8,15,179,3,3,29,10,3,14,18,6,12,67,21,14,5,10,0,1,0,2,0,0,0,0
"195",96139,"Lajeado(UHE Luis)",11,NA,NA,7,15,10,12,9,13,153,8,5,40,9,4,14,20,7,14,65,20,15,5,16,1,1,1,0,0,0,1,0
"196",96131,"Lajeado(UHE Luis)",11,NA,NA,8,15,13,12,10,13,171,7,4,42,12,4,14,20,4,12,64,19,14,7,10,1,1,1,0,0,0,0,0
"197",96133,"Lajeado(UHE Luis)",11,NA,NA,7,15,11,12,10,15,164,7,4,41,11,5,14,20,5,12,63,21,14,6,12,1,1,0,2,0,0,0,0
"198",96134,"Lajeado(UHE Luis)",11,NA,NA,8,15,10,12,10,14,143,6,4,40,9,4,15,19,8,12,66,19,15,6,12,1,1,1,0,0,0,0,0
"199",96128,"Lajeado(UHE Luis)",11,NA,NA,8,16,10,12,10,14,167,6,4,39,10,5,14,19,8,15,61,18,16,6,11,1,1,1,0,0,0,0,0
"200",96130,"Lajeado(UHE Luis)",11,NA,NA,8,16,11,12,10,14,166,5,4,40,10,3,12,19,9,14,68,19,15,7,15,1,2,0,0,0,0,0,0
"201",86127,"Lajeado(UHE Luis)",11,NA,NA,7,17,11,12,10,15,157,7,4,40,10,4,14,19,7,11,63,19,16,5,14,1,1,1,0,0,0,0,0
"202",96141,"Lajeado(UHE Luis)",11,NA,NA,7,15,11,12,10,14,153,5,3,36,8,3,14,18,7,11,54,21,13,4,12,1,1,0,0,0,0,2,0
"203",96138,"Lajeado(UHE Luis)",11,NA,NA,7,16,9,12,10,14,148,6,3,33,9,4,14,19,6,11,61,19,16,6,13,1,2,0,2,0,0,0,0
"204",96136,"Lajeado(UHE Luis)",11,NA,NA,8,17,12,12,10,12,156,6,3,38,9,4,14,20,7,11,62,18,13,4,13,1,2,0,0,0,0,0,0
"205",96132,"Lajeado(UHE Luis)",11,NA,NA,6,15,11,12,10,14,170,6,4,38,6,2,14,19,4,12,59,19,15,5,14,0,1,1,0,0,0,1,0
"206",96135,"Lajeado(UHE Luis)",11,NA,NA,9,18,11,13,10,15,164,5,3,37,9,4,14,19,8,11,69,20,15,5,12,1,1,0,0,0,0,0,0
"207",96137,"Lajeado(UHE Luis)",11,NA,NA,9,16,10,13,10,12,138,6,4,30,9,4,13,21,6,11,70,19,14,7,12,1,1,1,0,0,0,0,0
"208",96126,"Lajeado(UHE Luis)",11,NA,NA,8,16,11,13,10,14,181,8,4,38,10,4,14,18,7,11,58,19,14,8,6,1,2,0,2,0,0,0,0
"209",96124,"Lajeado(UHE Luis)",11,NA,NA,8,16,11,12,10,14,170,8,5,41,9,4,14,19,7,12,63,18,14,7,11,1,1,0,0,0,0,0,0
"210",96114,"Lajeado(UHE Luis)",11,NA,NA,8,13,19,12,10,15,183,7,4,38,10,5,14,18,8,11,69,20,14,4,14,1,1,1,0,0,0,0,0
"211",96117,"Lajeado(UHE Luis)",11,NA,NA,8,16,10,12,10,14,170,6,4,42,9,4,14,20,4,11,62,21,14,4,13,1,1,1,0,0,0,0,0
"212",96115,"Lajeado(UHE Luis)",11,NA,NA,7,17,8,12,10,15,173,7,4,39,10,5,14,21,7,14,59,21,16,7,14,0,1,1,0,0,0,0,0
"213",96121,"Lajeado(UHE Luis)",11,NA,NA,7,16,9,10,8,14,146,6,3,36,8,3,14,20,5,12,64,19,14,6,11,1,2,1,2,0,0,0,0
"214",96118,"Lajeado(UHE Luis)",11,NA,NA,7,16,12,13,11,13,169,8,4,36,12,5,14,19,3,11,55,20,13,4,11,1,1,1,0,0,0,0,0
"215",96125,"Lajeado(UHE Luis)",11,NA,NA,9,17,11,12,10,14,159,7,5,39,10,4,14,23,6,10,65,19,15,7,10,1,1,0,2,0,0,1,0
"216",96116,"Lajeado(UHE Luis)",11,NA,NA,8,17,12,13,10,15,157,9,4,36,11,5,13,21,7,12,66,21,15,8,10,1,2,0,0,0,0,0,0
"217",96123,"Lajeado(UHE Luis)",11,NA,NA,8,16,14,11,10,15,158,7,4,44,9,3,14,20,6,13,66,21,15,8,15,1,1,1,2,0,0,0,0
"218",96122,"Lajeado(UHE Luis)",11,NA,NA,7,17,12,12,10,15,174,7,4,41,11,4,14,19,9,12,70,23,15,7,17,1,1,1,0,0,0,0,0
"219",96142,"Lajeado(UHE Luis)",11,NA,NA,8,17,13,11,10,16,176,6,3,42,10,4,14,20,6,11,76,21,14,4,8,1,1,1,2,0,0,0,0
"220",96119,"Lajeado(UHE Luis)",11,NA,NA,7,16,10,12,10,15,152,6,3,41,11,4,14,19,6,11,63,22,15,5,17,0,1,1,2,0,0,0,0
"221",96120,"Lajeado(UHE Luis)",11,NA,NA,8,16,12,12,10,15,163,7,4,38,10,4,14,17,4,12,58,20,15,7,14,1,1,0,0,0,0,0,0
"222",89822,"Lajeado(UHE Luis)",11,NA,NA,7,16,11,10,8,13,180,4,4,38,11,4,14,17,7,12,59,19,15,6,17,1,1,1,0,0,0,0,0
"223",89816,"Lajeado(UHE Luis)",11,NA,NA,8,19,10,12,10,13,195,6,3,42,10,3,14,21,10,13,59,20,16,6,13,0,1,1,2,0,0,0,0
"224",89815,"Lajeado(UHE Luis)",11,NA,NA,7,19,12,12,10,13,167,5,4,41,12,4,13,18,7,12,61,19,16,7,12,1,1,1,2,0,0,0,0
"225",89820,"Lajeado(UHE Luis)",11,NA,NA,8,18,11,12,10,14,158,6,4,46,8,4,16,21,9,13,64,21,15,6,16,1,1,0,0,0,0,1,0
"226",89821,"Lajeado(UHE Luis)",11,NA,NA,7,16,12,13,10,13,169,5,4,39,10,4,14,17,7,13,55,19,15,7,14,1,1,1,2,0,0,1,0
"227",89817,"Lajeado(UHE Luis)",11,NA,NA,8,17,12,12,10,13,166,6,3,36,9,5,15,18,9,12,62,19,13,7,16,1,1,0,0,0,0,0,0
"228",89819,"Lajeado(UHE Luis)",11,NA,NA,8,16,12,12,9,13,151,7,4,43,13,4,14,17,6,13,59,21,15,6,16,1,2,1,0,0,0,1,0
"229",89818,"Lajeado(UHE Luis)",11,NA,NA,7,17,10,11,10,14,166,7,5,36,11,4,14,18,6,11,54,18,15,7,14,1,1,1,2,0,0,0,0
"230",95872,"Lajeado(UHE Luis)",11,NA,NA,7,17,10,12,10,14,170,7,4,39,12,5,14,20,9,13,69,19,15,7,13,1,1,0,0,0,0,0,0
"231",95871,"Lajeado(UHE Luis)",11,NA,NA,7,17,11,11,10,15,176,5,5,40,11,4,14,18,4,14,57,21,18,4,14,0,1,1,2,0,0,0,0
"232",95873,"Lajeado(UHE Luis)",11,NA,NA,7,18,10,12,10,14,161,7,3,41,10,4,14,20,6,13,73,21,15,6,11,1,1,0,2,0,0,1,0
"233",95875,"Lajeado(UHE Luis)",11,NA,NA,7,16,9,10,8,14,166,7,6,41,10,5,14,18,9,13,71,18,16,6,13,1,1,0,2,0,0,0,0
"234",95870,"Lajeado(UHE Luis)",11,NA,NA,7,14,9,13,9,13,171,8,5,36,11,4,15,19,8,14,65,20,15,6,13,1,2,0,0,0,0,0,0
"235",95874,"Lajeado(UHE Luis)",11,NA,NA,7,15,12,10,10,13,196,7,5,41,8,5,14,18,7,13,55,21,14,6,11,0,1,1,2,0,0,1,0
"236",96435,"Lajeado(UHE Luis)",11,NA,NA,7,16,11,12,10,13,156,7,4,41,10,5,13,18,6,14,51,19,17,6,14,0,1,1,0,0,0,1,0
"237",96431,"Lajeado(UHE Luis)",11,NA,NA,8,15,11,12,10,12,166,7,4,44,10,3,14,18,7,12,51,21,15,6,13,1,1,1,0,0,0,1,0
"238",96433,"Lajeado(UHE Luis)",11,NA,NA,7,16,9,11,10,14,159,10,5,41,12,4,14,20,9,12,65,20,16,7,13,1,1,1,2,0,0,1,0
"239",96434,"Lajeado(UHE Luis)",11,NA,NA,8,16,10,12,10,14,164,7,4,46,13,4,16,20,7,13,65,21,14,6,14,1,1,1,2,0,0,0,0
"240",96432,"Lajeado(UHE Luis)",11,NA,NA,7,14,8,10,10,13,161,4,3,38,11,3,14,20,6,11,56,18,14,4,12,1,1,1,2,0,0,1,0
"241",89907,"Lajeado(UHE Luis)",11,NA,NA,7,17,13,12,10,13,167,7,4,37,8,4,14,19,6,12,63,21,16,4,12,1,1,1,2,0,0,0,0
"242",89398,"Lajeado(UHE Luis)",11,NA,NA,8,16,11,12,10,14,151,5,7,43,10,3,14,20,7,12,68,18,15,7,14,1,1,1,0,0,0,1,0
"243",28214,"Mateiros",10,-10.70224,-46.41278,9,15,11,12,10,15,253,7,5,37,9,3,14,18,7,11,76,21,16,5,13,0,1,1,2,0,0,1,0
"244",28277,"Mateiros",10,-10.70224,-46.41278,8,15,11,12,10,13,251,5,5,43,9,2,14,21,7,11,75,21,15,6,12,0,1,0,2,0,0,1,0
"245",42356,"Mateiros",10,-10.70224,-46.41278,8,15,11,11,8,15,268,7,4,41,10,3,14,21,5,12,84,20,17,6,12,0,1,1,0,0,0,0,0
"246",28296,"Mateiros",10,-10.70224,-46.41278,7,16,11,12,10,14,238,6,3,38,10,3,14,21,6,12,74,19,16,6,13,0,1,1,2,0,0,1,0
"247",28211,"Mateiros",10,-10.70224,-46.41278,7,15,11,13,10,15,238,6,3,39,10,2,14,21,6,11,75,19,14,6,14,0,1,0,0,0,0,1,0
"248",28215,"Mateiros",10,-10.70224,-46.41278,7,14,10,11,10,15,218,4,4,38,9,3,14,20,6,10,73,19,13,5,14,0,1,1,2,0,0,1,0
"249",28247,"Mateiros",10,-10.70224,-46.41278,8,16,11,10,9,15,239,7,4,28,7,3,14,20,6,12,69,20,16,7,11,0,0,1,0,0,0,1,0
"250",42351,"Mateiros",10,-10.70224,-46.41278,7,17,11,8,10,14,235,7,4,37,10,2,14,20,2,12,74,20,15,6,10,1,1,1,2,0,0,0,0
"251",28259,"Mateiros",10,-10.70224,-46.41278,7,15,10,12,10,16,243,5,3,36,7,2,14,20,5,11,71,21,15,8,0,1,1,0,0,0,0,1,1
"252",28212,"Mateiros",10,-10.70224,-46.41278,7,16,11,11,10,16,220,6,3,38,8,2,14,19,5,12,67,20,15,6,16,0,1,1,2,0,0,2,0
"253",28235,"Mateiros",10,-10.70224,-46.41278,8,15,11,12,10,15,253,7,3,38,9,2,14,20,6,12,74,18,15,6,16,0,1,1,2,0,0,1,0
"254",28205,"Mateiros",10,-10.70224,-46.41278,7,15,12,11,10,14,228,6,4,39,9,3,15,19,8,12,73,19,14,5,12,0,1,1,2,0,0,1,0
"255",28216,"Mateiros",10,-10.70224,-46.41278,8,14,10,11,10,16,250,7,4,40,9,2,14,20,6,11,76,20,15,5,10,0,1,0,2,0,0,1,0
"256",28218,"Mateiros",10,-10.70224,-46.41278,7,14,10,12,10,13,247,6,3,38,12,2,14,17,5,12,66,19,16,5,12,0,1,1,2,0,0,1,0
"257",28209,"Mateiros",10,-10.70224,-46.41278,8,15,12,10,9,14,236,7,3,40,10,3,14,20,6,12,78,20,15,5,10,1,1,1,2,0,0,1,0
"258",28231,"Mateiros",10,-10.70224,-46.41278,8,13,9,12,10,15,262,7,3,39,12,3,14,18,5,12,87,21,16,6,14,0,1,0,0,0,0,0,0
"259",28258,"Mateiros",10,-10.70224,-46.41278,9,16,12,12,10,14,225,7,3,41,11,4,14,19,7,11,67,19,15,5,11,0,1,0,2,0,0,0,0
"260",28299,"Mateiros",10,-10.70224,-46.41278,7,16,10,12,9,14,219,4,3,37,6,2,14,19,6,13,76,19,14,4,14,1,1,0,2,0,0,1,0
"261",28257,"Mateiros",10,-10.70224,-46.41278,8,16,10,12,10,16,245,7,6,40,10,4,14,19,7,12,72,20,16,5,14,1,1,1,2,0,0,0,0
"262",28207,"Mateiros",10,-10.70224,-46.41278,8,14,13,11,10,13,232,7,4,40,11,3,14,18,7,11,76,20,15,5,10,0,1,1,2,0,0,0,0
"263",28284,"Mateiros",10,-10.70224,-46.41278,9,14,13,12,10,15,235,7,4,39,10,4,14,20,3,12,69,20,15,7,12,1,1,1,2,0,0,0,0
"264",28229,"Mateiros",10,-10.70224,-46.41278,8,15,11,12,11,14,242,7,4,41,11,3,14,18,7,11,66,19,15,6,11,0,1,0,2,0,0,1,0
"265",28251,"Mateiros",10,-10.70224,-46.41278,8,15,10,12,10,14,253,4,4,37,11,4,14,20,7,11,76,18,14,5,16,0,2,0,0,0,0,0,0
"266",28230,"Mateiros",10,-10.70224,-46.41278,7,14,12,12,10,15,246,6,3,37,12,4,14,20,5,11,64,19,15,5,11,1,1,0,2,0,0,0,0
"267",28223,"Mateiros",10,-10.70224,-46.41278,8,14,10,11,10,14,235,6,3,40,11,3,14,18,2,12,77,20,15,6,12,0,1,1,2,0,0,1,0
"268",28290,"Mateiros",10,-10.70224,-46.41278,9,13,11,12,10,15,244,6,4,41,10,4,14,19,4,11,66,20,15,5,15,1,1,1,2,0,0,0,0
"269",28294,"Mateiros",10,-10.70224,-46.41278,8,13,11,12,10,14,235,7,4,36,12,4,14,20,7,12,65,19,15,5,15,0,1,0,0,0,0,1,0
"270",28242,"Mateiros",10,-10.70224,-46.41278,8,15,12,12,11,15,232,7,4,39,9,2,14,19,5,12,69,19,14,6,12,1,1,1,0,0,0,0,0
"271",28237,"Mateiros",10,-10.70224,-46.41278,7,13,9,10,10,15,226,7,4,39,9,2,14,20,7,12,63,21,16,6,14,0,1,0,2,0,0,1,0
"272",28280,"Mateiros",10,-10.70224,-46.41278,8,14,11,11,10,15,226,7,3,36,10,3,14,20,7,11,76,21,15,5,16,0,1,1,2,0,0,0,0
"273",42355,"Mateiros",10,-10.70224,-46.41278,7,15,10,11,10,16,225,4,2,37,9,3,14,20,4,12,76,20,16,5,14,0,1,1,2,0,0,0,0
"274",28281,"Mateiros",10,-10.70224,-46.41278,7,14,11,10,9,15,235,7,5,37,9,4,14,21,4,12,65,21,15,6,12,1,1,1,2,0,0,0,0
"275",28221,"Mateiros",10,-10.70224,-46.41278,7,15,9,12,10,15,248,7,4,41,10,2,14,20,5,12,66,20,15,6,15,1,1,1,0,0,0,1,0
"276",28227,"Mateiros",10,-10.70224,-46.41278,8,16,13,12,10,15,247,6,4,42,12,4,14,21,6,12,79,20,15,6,16,0,1,1,2,0,0,0,0
"277",28283,"Mateiros",10,-10.70224,-46.41278,7,16,10,12,10,15,245,7,4,37,9,4,14,19,6,12,73,21,15,6,15,0,1,1,2,0,0,0,0
"278",28297,"Mateiros",10,-10.70224,-46.41278,8,15,12,12,10,16,237,5,3,38,12,4,14,18,6,12,65,20,15,5,15,0,1,0,0,0,0,0,0
"279",28232,"Mateiros",10,-10.70224,-46.41278,7,15,10,12,8,14,225,4,3,31,6,2,14,20,7,11,65,20,14,6,10,1,1,1,0,0,0,1,0
"280",28300,"Mateiros",10,-10.70224,-46.41278,7,17,9,14,10,15,231,6,4,39,11,2,14,19,6,11,72,19,14,6,14,0,1,0,2,0,0,0,0
"281",28249,"Mateiros",10,-10.70224,-46.41278,8,15,12,12,10,14,244,7,4,36,11,3,14,20,7,12,76,19,16,7,12,0,1,0,0,0,0,0,0
"282",28301,"Mateiros",10,-10.70224,-46.41278,7,15,11,12,10,15,235,7,5,37,11,3,14,18,5,13,66,21,15,5,13,1,1,1,0,0,0,0,0
"283",28217,"Mateiros",10,-10.70224,-46.41278,8,13,12,12,10,14,249,5,3,36,10,4,14,19,7,14,71,19,17,6,14,0,1,1,2,0,0,0,0
"284",28295,"Mateiros",10,-10.70224,-46.41278,8,15,11,11,10,14,226,4,6,42,9,3,14,16,5,13,69,20,15,7,14,0,1,1,2,0,0,0,0
"285",28278,"Mateiros",10,-10.70224,-46.41278,7,13,12,12,10,15,227,6,4,43,9,2,14,18,5,11,70,20,15,5,14,0,1,1,0,0,0,1,0
"286",28222,"Mateiros",10,-10.70224,-46.41278,8,13,12,12,10,15,222,3,3,36,6,2,14,21,5,12,73,19,15,6,15,0,1,0,0,0,0,2,0
"287",28233,"Mateiros",10,-10.70224,-46.41278,7,16,14,12,10,15,226,6,4,42,8,2,14,20,3,13,78,19,15,4,13,0,1,1,2,0,0,0,0
"288",28267,"Mateiros",10,-10.70224,-46.41278,8,15,12,12,10,15,235,6,3,35,9,2,14,20,6,10,67,21,14,5,12,1,1,1,0,0,0,1,0
"289",28260,"Mateiros",10,-10.70224,-46.41278,8,15,9,12,10,14,229,5,4,39,8,2,14,18,4,11,74,21,15,6,14,1,2,0,0,0,0,1,0
"290",28250,"Mateiros",10,-10.70224,-46.41278,8,15,11,10,9,14,226,7,4,38,8,3,14,20,7,11,62,21,15,5,12,0,1,1,0,0,0,1,0
"291",28288,"Mateiros",10,-10.70224,-46.41278,8,15,11,10,8,13,229,6,4,39,10,2,14,20,7,12,73,19,15,5,12,0,1,1,2,0,0,1,0
"292",28246,"Mateiros",10,-10.70224,-46.41278,7,15,10,12,10,14,146,6,4,31,10,2,14,19,6,11,63,19,15,5,12,0,1,0,2,0,0,0,0
"293",28244,"Mateiros",10,-10.70224,-46.41278,8,16,11,12,9,14,235,5,4,34,8,2,14,18,5,12,66,18,15,5,10,0,1,0,0,0,0,0,0
"294",28279,"Mateiros",10,-10.70224,-46.41278,7,15,13,10,10,14,219,6,4,35,10,2,14,20,6,10,68,20,14,5,11,0,1,0,2,0,0,1,0
"295",28285,"Mateiros",10,-10.70224,-46.41278,7,15,13,12,10,15,236,7,4,41,10,3,14,20,6,12,71,18,15,6,13,0,1,0,0,0,0,0,0
"296",28241,"Mateiros",10,-10.70224,-46.41278,8,16,12,11,11,14,238,6,4,38,11,3,14,19,4,12,68,21,15,5,12,0,1,0,0,0,0,0,0
"297",28220,"Mateiros",10,-10.70224,-46.41278,8,14,12,14,10,14,245,8,4,40,12,3,14,19,6,11,71,18,15,5,13,0,1,1,0,0,0,0,0
"298",28276,"Mateiros",10,-10.70224,-46.41278,7,15,11,10,10,16,225,4,4,37,8,2,14,21,5,12,78,19,14,5,14,1,1,1,2,0,0,1,0
"299",28306,"Mateiros",10,-10.70224,-46.41278,8,16,11,12,10,14,245,7,4,38,10,4,14,23,5,11,74,18,14,7,13,1,1,1,0,0,0,0,0
"300",28298,"Mateiros",10,-10.70224,-46.41278,8,14,12,12,10,14,221,4,4,36,9,4,14,19,8,12,73,20,15,7,16,0,1,1,0,0,0,0,0
"301",28253,"Mateiros",10,-10.70224,-46.41278,8,13,12,10,10,13,217,7,4,38,8,2,14,20,5,12,70,18,15,5,10,0,1,1,2,0,0,1,0
"302",28243,"Mateiros",10,-10.70224,-46.41278,7,15,13,10,10,13,233,7,4,37,10,3,14,20,5,11,70,20,16,6,15,0,1,0,2,0,0,1,0
"303",28287,"Mateiros",10,-10.70224,-46.41278,7,16,11,10,10,15,246,5,5,41,9,2,14,20,6,11,76,21,17,5,11,0,1,0,0,0,0,0,0
"304",28282,"Mateiros",10,-10.70224,-46.41278,7,14,11,12,10,13,230,6,4,45,9,2,14,20,6,13,75,20,15,5,15,1,1,1,2,0,0,0,0
"305",28219,"Mateiros",10,-10.70224,-46.41278,8,13,11,12,10,15,232,7,3,39,11,4,14,18,3,13,63,19,16,5,14,1,1,0,2,0,0,0,0
"306",28275,"Mateiros",10,-10.70224,-46.41278,7,12,11,10,9,15,228,7,5,34,8,2,14,18,5,12,71,19,14,4,13,0,1,1,0,0,0,1,0
"307",28204,"Mateiros",10,-10.70224,-46.41278,8,16,11,11,10,13,229,6,4,39,9,2,14,19,7,13,67,21,15,5,10,0,1,1,2,0,0,1,0
"308",28272,"Mateiros",10,-10.70224,-46.41278,8,15,11,12,10,13,235,7,4,42,9,3,14,20,6,12,66,20,15,5,11,1,1,1,2,0,0,1,0
"309",28268,"Mateiros",10,-10.70224,-46.41278,7,16,11,12,10,15,231,7,4,37,9,3,14,20,4,12,71,19,15,7,11,1,1,1,0,0,0,1,0
"310",28213,"Mateiros",10,-10.70224,-46.41278,8,13,12,12,10,15,237,7,4,39,10,3,14,18,5,11,66,18,15,5,13,0,1,1,2,0,0,1,0
"311",28302,"Mateiros",10,-10.70224,-46.41278,8,15,10,12,10,14,218,6,4,36,10,3,14,18,6,11,66,19,15,5,13,1,1,1,0,0,0,0,0
"312",28274,"Mateiros",10,-10.70224,-46.41278,7,16,12,12,10,15,229,7,4,34,11,2,14,18,5,12,67,19,15,6,12,1,1,0,2,0,0,0,0
"313",28245,"Mateiros",10,-10.70224,-46.41278,7,13,11,12,10,12,235,8,4,38,10,3,14,19,3,13,74,18,16,6,11,0,1,1,0,0,0,0,0
"314",28210,"Mateiros",10,-10.70224,-46.41278,7,15,12,11,9,15,229,6,3,36,11,2,14,20,6,12,70,21,14,6,12,1,1,0,0,0,0,0,0
"315",28224,"Mateiros",10,-10.70224,-46.41278,8,15,11,11,10,13,221,3,2,36,11,3,14,18,4,12,68,20,15,4,11,0,1,1,2,0,0,1,0
"316",28255,"Mateiros",10,-10.70224,-46.41278,7,15,11,12,10,15,203,7,4,38,11,3,14,19,2,12,65,21,15,6,15,1,1,1,2,0,0,1,0
"317",28286,"Mateiros",10,-10.70224,-46.41278,8,13,12,11,10,13,201,6,4,35,9,4,14,18,7,11,69,20,16,5,15,1,1,1,0,0,0,1,0
"318",28266,"Mateiros",10,-10.70224,-46.41278,8,16,13,12,11,15,208,6,3,34,11,3,14,17,5,12,64,18,14,5,10,1,1,1,0,0,0,0,0
"319",28254,"Mateiros",10,-10.70224,-46.41278,8,15,12,12,10,15,203,8,4,38,8,2,14,20,5,12,65,21,15,5,12,1,1,0,0,0,0,1,0
